item_id,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06
7050,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7052,0,0,0,0,0,0,0,0,0,0,0,24,37,67,38,28,9,0
7053,0,0,0,0,0,0,0,0,0,0,0,0,23,6,7,4,11,0
7054,32,20,25,34,36,33,3,3,0,0,0,0,0,0,0,0,0,0
7055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,38,0
7056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,45,0
7057,0,0,0,0,0,0,0,0,0,0,0,1,19,24,78,26,8,0
7058,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7059,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7060,8,6,15,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7061,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7063,0,0,0,0,0,0,0,0,103,61,45,15,9,0,1,0,0,0
7064,0,0,0,0,0,0,497,265,243,106,17,1,0,1,0,0,0,0
7065,0,0,0,13,9,2,7,1,14,13,8,14,0,0,0,0,0,0
7066,62,27,44,73,54,53,83,93,133,61,4,0,1,0,0,0,0,0
7067,0,0,0,17,18,16,13,7,0,1,0,0,0,0,0,0,0,0
7068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,20,0
7069,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070,0,11,9,16,10,5,3,20,14,7,10,7,0,2,1,0,0,0
7072,0,0,0,0,0,0,0,0,0,141,287,101,67,9,8,2,0,0
7073,0,12,38,30,34,60,63,59,23,0,0,0,0,0,0,0,0,0
7074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7075,36,19,41,16,13,5,0,0,0,0,1,1,0,0,0,0,0,0
7076,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,6,0,0
7077,19,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7078,0,0,0,0,0,63,63,62,111,113,97,46,6,3,0,0,0,0
7079,0,0,0,0,0,0,0,64,48,24,5,0,0,0,0,0,0,0
7080,0,16,21,34,19,13,10,7,2,0,0,0,0,0,0,0,0,0
7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,363,254,0
7082,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,251,0
7084,0,0,0,0,0,0,0,0,56,40,77,61,48,8,0,0,3,0
7085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7086,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
7088,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7092,0,0,0,0,0,0,0,0,0,0,94,50,26,49,6,19,2,0
7093,0,16,15,83,47,18,21,22,24,33,37,11,1,0,0,1,0,0
7095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,62,47,0
7096,0,0,0,0,0,0,24,42,201,209,544,294,119,104,117,23,17,0
7097,103,70,29,38,27,51,19,9,0,0,0,0,0,0,0,0,0,0
7100,0,0,0,0,0,0,0,359,257,74,55,24,12,1,0,0,0,0
7101,0,0,0,51,111,41,66,82,31,17,7,0,0,0,0,0,0,0
7102,55,14,12,12,9,14,3,0,2,0,0,0,1,0,0,0,0,0
7103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7104,0,0,0,0,0,0,0,0,0,0,30,6,3,0,0,0,0,0
7106,0,0,0,0,0,0,0,0,62,18,16,14,15,3,0,0,0,0
7107,0,0,6,30,6,11,16,14,17,12,8,4,0,0,0,0,0,0
7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,396,178,0
7109,0,0,0,0,0,0,0,0,0,0,0,9,14,13,22,53,74,0
7110,0,0,0,0,0,0,0,0,0,0,0,4,85,9,0,3,0,0
7111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0
7112,0,0,0,0,0,0,0,17,81,59,38,24,2,0,0,1,0,0
7113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,0
7114,0,0,0,0,0,23,26,13,13,0,11,0,2,0,0,0,0,0
7115,0,0,0,0,25,59,87,106,31,12,1,0,0,0,0,0,0,0
7116,57,73,19,43,9,2,0,0,0,0,0,0,0,0,0,0,0,0
7117,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
7118,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7120,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7121,45,44,29,36,12,15,1,0,0,0,0,0,0,0,0,0,0,0
7122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7124,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7125,8,7,13,41,22,19,9,0,0,0,0,0,0,0,0,0,0,0
7126,0,0,0,0,0,0,0,0,0,96,81,24,10,0,0,0,0,0
7127,0,0,0,0,8,20,15,5,16,41,15,3,0,0,0,0,0,0
7128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7130,0,0,0,0,56,47,48,22,13,0,0,0,0,0,0,0,0,0
7132,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7133,42,26,15,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7135,23,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
7136,0,0,0,0,0,0,0,0,0,0,202,108,70,53,16,8,7,0
7137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7138,0,0,0,0,0,0,0,0,0,22,26,20,18,2,0,0,0,0
7139,10,4,3,18,10,6,6,9,12,6,2,8,2,3,3,0,0,0
7140,0,0,0,0,0,0,0,88,95,28,10,1,1,1,0,0,0,0
7141,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7142,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7144,0,74,29,57,53,26,16,3,6,3,18,5,2,0,0,0,0,0
7145,0,0,11,14,35,31,35,18,16,13,8,6,6,0,0,0,0,0
7146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0
7147,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7149,14,10,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0
7150,0,0,0,0,0,0,0,0,0,0,0,81,134,84,192,34,13,0
7151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7152,12,12,22,104,69,274,66,33,7,4,0,0,0,0,0,0,0,0
7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,138,132,0
7154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0
7155,0,0,0,0,0,0,0,0,0,0,0,0,152,207,187,76,51,0
7156,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7157,0,0,0,0,0,0,0,5,92,122,76,27,15,4,4,6,2,0
7159,0,0,0,0,46,134,158,163,53,11,1,0,0,0,0,0,0,0
7160,13,6,21,23,18,32,19,18,13,13,10,4,3,0,0,0,0,0
7161,6,22,19,31,17,27,3,2,0,0,0,0,0,0,0,0,0,0
7162,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7163,0,0,0,0,0,0,0,55,86,36,60,27,20,3,1,0,0,0
7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,247,0
7165,0,40,20,57,9,3,7,45,42,25,54,32,15,11,14,54,43,0
7167,0,0,0,0,0,0,0,0,0,0,0,0,93,137,116,62,94,0
7168,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,11,0
7169,0,0,0,0,0,0,148,169,124,69,17,2,0,0,0,0,0,0
7170,80,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,37,0
7172,0,0,20,89,22,62,19,33,50,38,38,23,0,0,5,0,0,0
7173,0,0,0,0,0,0,0,0,0,0,141,102,21,23,27,9,10,0
7174,0,0,0,0,0,0,0,0,0,0,0,0,98,129,43,29,16,0
7175,0,0,0,0,0,0,0,0,0,0,494,259,92,90,132,73,106,0
7176,0,0,0,99,29,337,122,63,31,13,23,7,0,0,0,0,0,0
7177,0,0,0,43,67,33,54,52,25,14,10,13,25,0,0,0,0,0
7178,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7179,103,81,101,113,88,79,55,138,127,82,170,97,55,0,0,22,30,0
7181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,107,0
7182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7183,0,0,4,11,9,35,28,24,20,13,14,11,1,2,0,0,0,0
7184,0,0,0,0,0,0,0,0,3,6,8,50,29,2,28,3,0,0
7186,0,0,0,0,33,22,21,17,16,6,5,6,0,0,0,0,0,0
7187,38,70,32,22,14,2,5,0,2,0,0,0,0,0,0,0,0,0
7188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189,0,17,24,41,20,19,15,0,2,0,0,0,0,0,0,0,0,0
7190,0,0,0,0,0,0,28,17,1,1,0,0,0,0,0,0,0,0
7191,27,61,38,32,8,17,13,7,2,4,1,0,10,0,0,0,0,0
7192,0,0,57,96,64,87,106,136,13,0,0,0,2,0,1,0,0,0
7193,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7194,11,10,25,19,17,2,0,0,0,0,0,0,0,0,0,0,0,0
7195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7196,68,65,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7197,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7198,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7200,57,7,5,50,18,24,6,0,0,0,0,1,0,0,0,0,0,0
7201,0,0,0,0,0,0,0,83,180,222,135,71,55,38,87,53,0,0
7202,0,0,47,86,95,51,74,61,81,38,15,10,3,1,0,0,0,0
7203,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,5,5,0
7204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7206,6,4,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
7207,28,6,2,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0
7208,5,30,10,9,12,12,8,25,33,28,9,0,0,0,0,0,0,0
7209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,59,0
7211,0,0,0,0,0,0,0,0,73,23,20,9,6,16,314,356,211,0
7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0
7213,179,34,288,89,27,6,0,2,2,0,0,0,0,1,0,1,0,0
7214,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7215,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7217,0,0,0,0,0,0,0,0,0,0,0,13,14,52,123,69,49,0
7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,182,197,0
7219,0,0,0,0,0,0,0,0,0,150,293,112,59,63,127,36,9,0
7220,0,0,0,0,0,0,0,0,87,73,55,26,1,1,0,1,0,0
7221,12,1,9,14,11,1,0,0,0,0,0,0,0,0,0,0,0,0
7222,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,13,80,0
7224,0,0,5,22,13,5,2,5,0,0,0,0,0,0,0,0,0,0
7225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0
7226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
7227,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7228,8,2,2,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0
7229,0,0,0,0,0,0,0,0,0,0,0,171,105,60,101,37,81,0
7231,0,0,0,0,0,0,0,0,30,60,19,1,17,0,0,0,0,0
7232,0,0,0,0,13,298,16,1,4,0,0,0,0,0,0,0,0,0
7233,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7235,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7236,0,2,11,9,1,1,5,8,7,6,0,0,0,0,0,0,0,0
7237,0,0,0,0,0,0,0,0,0,0,0,0,59,119,52,49,33,0
7239,10,14,4,11,1,0,2,2,0,0,0,0,0,0,0,0,0,0
7240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,32,0
7241,0,0,0,0,0,0,0,0,0,112,158,218,110,21,2,0,1,0
7242,0,0,0,0,0,0,0,0,41,137,63,79,63,21,7,7,2,0
7243,0,0,1,4,4,12,14,21,9,6,0,1,0,0,0,0,0,0
7244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0
7245,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,98,65,0
7247,0,64,30,40,26,15,10,24,9,11,3,3,0,0,0,0,0,0
7248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,11,0
7250,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,24,58,0
7251,0,0,0,0,0,0,0,0,0,0,0,8,8,4,5,7,23,0
7252,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7253,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,16,19,0
7255,0,0,0,0,7,27,32,53,8,0,0,0,0,0,0,0,0,0
7256,0,0,0,0,0,0,0,0,0,0,0,20,13,4,9,29,18,0
7257,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7258,4,1,1,1,0,0,1,1,2,4,0,0,0,4,0,0,0,0
7259,0,0,0,0,0,0,0,40,91,49,26,10,3,0,0,0,0,0
7260,21,24,24,21,13,18,7,9,16,22,13,7,4,0,0,0,0,0
7261,0,0,0,0,0,0,0,0,0,128,111,53,17,3,2,2,0,0
7262,25,5,27,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7263,0,0,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0
7264,0,4,7,6,7,4,1,0,0,0,0,0,0,0,0,0,0,0
7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,67,0
7266,15,12,11,29,9,18,0,0,0,0,0,0,0,0,0,0,0,0
7267,0,0,0,0,0,0,209,226,374,242,87,31,17,3,0,0,0,0
7268,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7269,14,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7271,0,24,16,25,8,7,1,0,0,0,0,0,0,0,0,0,0,0
7273,43,8,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7274,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,18,36,0
7275,0,0,0,0,0,0,0,0,0,0,0,98,176,11,14,8,3,0
7276,57,32,23,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0
7277,0,0,0,0,0,0,78,67,27,5,0,0,0,0,0,0,0,0
7278,0,0,0,0,0,0,0,0,0,0,0,0,87,48,40,32,90,0
7279,0,5,4,7,7,2,6,0,0,3,0,0,0,0,0,0,0,0
7280,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7281,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,106,82,0
7283,0,2,5,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0
7284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7285,0,0,1,28,14,13,9,21,18,5,12,5,2,0,12,0,0,0
7286,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7287,0,0,0,0,0,0,0,0,0,47,102,53,14,8,2,2,0,0
7288,58,82,46,41,34,34,18,0,1,0,0,0,0,0,0,0,0,0
7289,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,7,15,0
7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,163,115,0
7293,37,16,1,6,0,6,5,0,0,0,0,0,0,0,0,0,0,0
7294,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
7296,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,15,12,0
7297,0,0,0,78,71,25,37,57,51,16,14,10,5,3,0,1,0,0
7298,44,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7299,12,5,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
7300,0,0,0,0,0,0,88,33,15,25,32,84,21,2,1,0,0,0
7301,0,0,0,0,18,20,20,24,13,1,0,0,0,0,0,0,0,0
7303,0,0,0,0,0,0,0,0,0,0,0,215,141,107,61,20,5,0
7306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,88,83,0
7307,0,0,0,0,14,6,8,11,44,34,6,0,0,0,0,0,0,0
7308,0,0,0,0,0,0,0,0,0,0,0,0,0,37,49,57,60,0
7309,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7312,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7314,0,0,0,0,0,0,0,0,0,0,0,16,16,7,0,1,2,0
7315,5,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7316,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7317,0,0,0,0,0,0,38,18,68,31,9,4,0,0,2,0,0,0
7318,0,0,0,0,0,0,0,17,74,24,30,16,12,5,11,17,56,0
7319,0,0,0,0,0,0,0,0,0,0,132,73,56,5,5,0,0,0
7320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
7321,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0
7323,0,30,18,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0
7324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7325,0,0,0,0,0,233,86,52,46,40,15,3,0,0,0,0,0,0
7326,0,0,0,64,38,45,64,10,1,0,0,0,0,0,0,0,0,0
7327,271,186,115,210,109,77,77,144,204,108,89,46,37,3,1,0,0,0
7328,0,191,118,151,78,99,75,144,152,71,88,211,174,66,70,32,16,0
7329,0,0,0,0,0,0,0,0,50,49,73,50,22,17,1,2,0,0
7330,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7331,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7332,0,0,0,0,84,184,22,5,2,0,0,1,0,0,0,0,0,0
7333,9,45,30,33,27,44,9,0,0,0,0,0,0,0,0,0,0,0
7334,243,92,217,72,13,19,0,0,1,0,1,1,0,0,0,0,0,0
7335,0,0,0,0,0,0,0,15,8,3,9,15,3,0,1,0,0,0
7336,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7337,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7338,0,0,0,54,12,39,36,37,33,11,12,6,2,4,0,0,0,0
7339,81,18,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7340,0,0,0,0,0,0,0,0,83,72,26,51,50,1,4,1,6,0
7341,0,0,0,0,0,0,0,0,15,64,45,17,23,17,22,24,17,0
7342,23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7343,12,12,29,40,8,5,4,1,0,0,0,0,0,2,1,0,0,0
7344,10,1,1,5,3,0,0,1,0,0,1,5,0,1,0,0,0,0
7346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7347,0,0,0,0,0,0,17,19,32,22,2,3,3,0,0,0,0,0
7348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7349,0,0,0,0,0,0,0,0,69,45,32,20,15,24,6,3,15,0
7350,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7351,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7353,0,0,0,0,0,11,74,86,37,12,20,3,5,2,0,0,0,0
7354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7356,0,0,15,66,27,64,9,1,0,0,0,0,0,0,0,0,0,0
7357,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7358,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7359,101,57,65,123,46,324,68,11,3,1,1,0,0,0,2,0,0,0
7360,259,73,36,52,37,175,78,84,8,0,0,0,0,0,0,0,0,0
7361,19,15,26,30,81,56,21,4,0,0,0,0,0,0,0,0,0,0
7362,0,0,0,0,0,0,0,0,0,92,54,23,16,10,12,2,0,0
7363,0,0,0,0,0,40,30,24,24,33,22,22,2,1,0,0,0,0
7364,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,794,285,0
7366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,43,0
7367,0,0,0,0,0,3,27,76,161,218,365,501,198,116,186,59,70,0
7368,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18,46,43,0
7369,0,0,0,0,0,0,0,0,0,0,0,28,33,27,60,124,18,0
7370,0,0,0,0,0,0,0,46,53,24,79,56,77,4,3,0,0,0
7371,28,13,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7372,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7374,0,27,9,15,7,25,28,27,44,22,21,21,0,0,0,0,0,0
7375,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,19,17,0
7376,24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7377,0,0,14,27,13,10,20,8,8,0,0,0,0,0,0,0,0,0
7378,0,0,0,8,5,24,9,11,11,75,4,0,0,0,0,0,0,0
7380,0,0,0,0,0,6,6,16,24,12,15,0,0,0,0,0,0,0
7381,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7382,0,0,0,0,0,0,0,0,21,41,45,64,37,5,0,7,0,0
7383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,74,57,0
7384,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7385,0,11,8,26,16,17,3,7,16,19,11,0,1,1,0,0,0,0
7386,19,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7388,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7389,2,1,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7390,16,24,0,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0
7391,28,17,41,68,46,19,0,0,2,0,1,0,0,0,0,0,0,0
7393,19,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7394,24,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7395,0,0,0,0,0,0,38,21,65,50,20,7,6,2,0,0,0,0
7396,35,21,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7397,0,0,14,16,14,12,11,3,0,0,0,0,0,0,0,0,0,0
7398,0,0,0,0,0,0,0,0,0,0,0,96,77,22,0,0,0,0
7399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,65,0
7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,756,0
7401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7402,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0
7403,0,0,0,0,30,140,32,0,0,0,0,0,0,0,0,0,0,0
7404,24,4,0,3,0,0,0,9,1,0,0,0,0,1,0,0,0,0
7405,0,0,0,0,0,0,0,8,25,16,22,36,31,13,0,0,0,0
7406,0,0,0,0,0,0,0,0,203,74,50,26,24,18,6,0,0,0
7407,0,0,0,0,0,0,0,0,0,14,33,54,28,31,1,0,0,0
7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0
7409,13,12,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7412,0,0,0,0,0,0,295,261,452,201,57,7,6,0,0,0,0,0
7413,0,0,0,0,0,0,19,50,30,11,15,23,9,0,0,0,0,0
7414,0,0,0,0,0,0,0,0,0,0,0,59,31,29,59,36,22,0
7416,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,8,15,0
7417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7418,0,0,0,0,0,3,17,9,14,11,12,6,7,1,0,0,0,0
7420,0,0,0,0,0,0,0,0,0,0,0,10,25,15,19,11,21,0
7422,69,58,30,33,12,0,0,0,0,0,0,2,0,0,0,0,0,0
7425,0,0,0,0,0,0,0,225,91,76,17,0,0,0,0,0,0,0
7426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7428,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,22,0
7429,22,11,33,26,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7430,50,25,52,36,27,33,12,15,22,7,0,0,0,0,0,0,0,0
7431,0,0,0,0,0,0,0,0,0,0,193,107,59,48,182,98,124,0
7432,0,0,0,0,0,0,0,0,0,0,21,11,9,28,14,4,5,0
7433,16,9,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
7434,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,106,325,0
7436,222,154,47,89,39,88,42,11,1,0,0,0,0,0,0,0,0,0
7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7439,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7441,0,0,0,0,0,0,0,35,109,34,61,8,8,5,5,4,0,0
7442,36,12,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7443,13,30,40,61,47,38,23,121,69,13,55,20,22,9,28,28,17,0
7444,0,0,0,0,0,0,0,0,0,0,0,63,94,132,760,273,81,0
7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,55,26,0
7446,0,0,0,0,0,0,0,0,0,0,0,0,0,90,82,86,82,0
7447,0,0,0,0,62,164,74,32,28,10,10,6,4,0,0,0,0,0
7449,0,0,0,0,0,0,0,0,101,47,50,65,22,2,0,0,0,0
7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7451,0,0,0,0,0,11,9,15,15,5,10,24,47,0,10,0,0,0
7453,0,0,0,0,0,0,0,0,77,109,55,29,19,35,493,126,146,0
7454,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0
7456,10,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
