itemId,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06
6873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,82,0
6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
6888,0,0,0,0,0,0,0,0,0,0,0,0,24,26,115,14,35,0
6893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,107,34,0
6905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,197,249,0
6916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,0,0,0,0,0,0,0,0,0,0,0,155,26,29,59,26,14,0
6984,0,0,0,0,0,0,0,0,0,0,0,9,24,19,12,16,31,0
6991,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,115,44,0
6999,0,0,0,0,0,0,0,0,0,0,0,0,14,12,9,14,35,0
7006,0,0,0,0,0,0,0,0,0,167,237,89,32,42,176,114,123,0
7009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,60,0
7011,0,0,0,0,0,0,0,76,101,89,75,41,36,23,16,18,22,0
7019,0,0,0,0,0,0,0,0,0,0,0,10,10,6,37,25,18,0
7021,0,0,0,0,0,0,0,0,0,0,0,0,5,14,11,7,20,0
7028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,234,0
7037,0,0,0,0,0,0,0,0,27,38,33,27,27,19,23,10,6,0
7041,0,0,0,46,65,40,33,77,78,45,49,23,33,31,89,35,36,0
7046,0,0,0,0,0,0,0,0,0,43,251,233,194,51,21,5,0,0
7047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,280,213,0
7049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,66,107,0
7053,0,0,0,0,0,0,0,0,0,0,0,0,23,6,7,4,11,0
7055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,38,0
7056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,45,0
7068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,20,0
7076,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,6,0,0
7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,363,254,0
7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,251,0
7084,0,0,0,0,0,0,0,0,56,40,77,61,48,8,0,0,3,0
7092,0,0,0,0,0,0,0,0,0,0,94,50,26,49,6,19,2,0
7095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,62,47,0
7096,0,0,0,0,0,0,24,42,201,209,544,294,119,104,117,23,17,0
7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,396,178,0
7109,0,0,0,0,0,0,0,0,0,0,0,9,14,13,22,53,74,0
7111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0
7146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0
7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,138,132,0
7154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0
7155,0,0,0,0,0,0,0,0,0,0,0,0,152,207,187,76,51,0
7157,0,0,0,0,0,0,0,5,92,122,76,27,15,4,4,6,2,0
7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,247,0
7165,0,40,20,57,9,3,7,45,42,25,54,32,15,11,14,54,43,0
7167,0,0,0,0,0,0,0,0,0,0,0,0,93,137,116,62,94,0
7171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,37,0
7173,0,0,0,0,0,0,0,0,0,0,141,102,21,23,27,9,10,0
7174,0,0,0,0,0,0,0,0,0,0,0,0,98,129,43,29,16,0
7175,0,0,0,0,0,0,0,0,0,0,494,259,92,90,132,73,106,0
7181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,107,0
7204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,67,59,0
7211,0,0,0,0,0,0,0,0,73,23,20,9,6,16,314,356,211,0
7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0
7217,0,0,0,0,0,0,0,0,0,0,0,13,14,52,123,69,49,0
7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,182,197,0
7219,0,0,0,0,0,0,0,0,0,150,293,112,59,63,127,36,9,0
7222,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,13,80,0
7225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0
7229,0,0,0,0,0,0,0,0,0,0,0,171,105,60,101,37,81,0
7237,0,0,0,0,0,0,0,0,0,0,0,0,59,119,52,49,33,0
7240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,32,0
7241,0,0,0,0,0,0,0,0,0,112,158,218,110,21,2,0,1,0
7244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0
7246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,98,65,0
7248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,11,0
7250,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,24,58,0
7251,0,0,0,0,0,0,0,0,0,0,0,8,8,4,5,7,23,0
7254,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,16,19,0
7256,0,0,0,0,0,0,0,0,0,0,0,20,13,4,9,29,18,0
7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,67,0
7274,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,18,36,0
7278,0,0,0,0,0,0,0,0,0,0,0,0,87,48,40,32,90,0
7282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,106,82,0
7289,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,7,15,0
7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,163,115,0
7306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,88,83,0
7308,0,0,0,0,0,0,0,0,0,0,0,0,0,37,49,57,60,0
7321,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0
7328,0,191,118,151,78,99,75,144,152,71,88,211,174,66,70,32,16,0
7341,0,0,0,0,0,0,0,0,15,64,45,17,23,17,22,24,17,0
7349,0,0,0,0,0,0,0,0,69,45,32,20,15,24,6,3,15,0
7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,794,285,0
7366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,43,0
7367,0,0,0,0,0,3,27,76,161,218,365,501,198,116,186,59,70,0
7368,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18,46,43,0
7369,0,0,0,0,0,0,0,0,0,0,0,28,33,27,60,124,18,0
7375,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,19,17,0
7383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,74,57,0
7399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,65,0
7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,756,0
7406,0,0,0,0,0,0,0,0,203,74,50,26,24,18,6,0,0,0
7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0
7414,0,0,0,0,0,0,0,0,0,0,0,59,31,29,59,36,22,0
7416,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,8,15,0
7420,0,0,0,0,0,0,0,0,0,0,0,10,25,15,19,11,21,0
7428,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,22,0
7431,0,0,0,0,0,0,0,0,0,0,193,107,59,48,182,98,124,0
7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,106,325,0
7443,13,30,40,61,47,38,23,121,69,13,55,20,22,9,28,28,17,0
7444,0,0,0,0,0,0,0,0,0,0,0,63,94,132,760,273,81,0
7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,55,26,0
7446,0,0,0,0,0,0,0,0,0,0,0,0,0,90,82,86,82,0
7453,0,0,0,0,0,0,0,0,77,109,55,29,19,35,493,126,146,0
7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0
7460,0,0,0,0,0,0,0,0,0,0,227,99,43,31,46,25,16,0
7464,0,0,0,0,0,0,0,0,0,43,36,18,53,74,50,30,9,0
7465,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,27,33,0
7468,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,14,39,0
7483,0,0,0,0,0,0,0,0,0,196,179,106,49,96,178,140,79,0
7489,0,0,0,0,0,0,0,0,0,0,0,99,26,31,29,29,47,0
7495,0,0,0,0,0,0,0,0,0,0,0,0,0,41,66,35,64,0
7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,0
7502,0,0,0,0,0,0,0,0,0,0,0,84,33,48,63,67,80,0
7506,0,0,0,0,0,0,0,0,0,83,42,18,44,2,0,1,0,0
7517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0
7525,0,0,0,0,0,0,0,0,0,0,0,56,36,29,29,21,48,0
7531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0
7534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,7,0
7537,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,88,136,0
7541,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,1,6,0
7544,0,0,0,0,0,0,0,0,0,0,0,7,32,41,46,45,48,0
7545,0,0,0,0,0,0,0,0,0,0,0,0,172,224,252,207,172,0
7548,0,0,0,0,0,0,0,0,0,0,0,0,61,129,186,324,334,0
7550,0,0,0,0,0,0,0,0,0,0,0,26,44,40,58,22,25,0
7551,0,0,0,0,0,0,0,0,0,0,0,30,103,84,78,56,41,0
7562,0,0,0,0,0,0,0,0,0,0,0,164,57,44,96,63,22,0
7571,0,0,0,0,0,0,0,0,0,0,0,0,8,35,50,58,28,0
7581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0
7583,0,0,0,0,0,0,0,0,0,0,0,0,4,20,11,39,48,0
7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
7588,0,0,0,0,0,0,0,0,0,0,0,13,76,45,12,18,24,0
7594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
7619,0,0,0,0,0,0,0,0,0,0,0,261,98,87,54,31,50,0
7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,51,0
7621,0,0,0,0,0,0,0,0,0,0,0,0,0,70,160,47,71,0
7624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,88,47,0
7625,0,0,0,0,0,0,0,0,0,0,0,0,29,28,62,124,596,0
7629,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,50,55,0
7635,0,0,0,0,0,0,0,0,0,0,0,0,96,202,64,58,71,0
7637,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,36,97,0
7640,229,177,279,377,118,126,137,423,676,366,409,121,49,93,293,175,281,0
7643,0,0,0,0,0,0,0,0,0,0,0,0,21,56,74,135,200,0
7644,0,0,0,0,0,0,0,0,0,0,0,0,312,150,221,90,99,0
7648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,11,0
7664,0,0,0,0,0,0,0,0,0,0,70,51,13,9,52,46,43,0
7669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,0
7671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,113,80,0
7672,0,0,0,0,0,0,261,127,104,161,205,94,83,97,118,104,34,0
7673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,573,0
7676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,116,0
7694,0,0,0,0,0,0,0,0,0,0,0,125,51,45,28,33,37,0
7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
7717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,77,0
7718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,33,30,0
7719,0,0,0,0,0,0,0,0,0,0,0,0,40,20,37,17,27,0
7722,0,0,0,0,34,30,19,42,68,70,63,45,24,32,44,43,78,0
7729,0,0,0,0,0,0,0,0,0,0,0,0,172,137,117,37,135,0
7733,0,0,0,0,0,0,0,0,0,0,0,0,0,68,29,18,10,0
7741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0
7751,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,18,17,0
7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
7763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,75,0
7771,0,0,0,0,0,0,0,0,0,0,0,9,24,13,42,28,56,0
7777,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,7,7,0
7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7785,0,0,0,0,0,0,0,0,0,0,0,146,31,15,31,10,22,0
7786,0,0,0,0,0,0,0,0,0,0,0,0,6,35,64,47,59,0
7807,0,0,0,0,0,0,0,0,0,0,0,0,142,198,135,64,51,0
7818,0,0,0,0,0,0,0,0,0,0,394,212,61,38,64,34,98,0
7819,0,0,0,0,0,0,0,0,0,0,0,0,41,95,88,70,57,0
7826,0,0,0,0,0,0,0,0,0,0,0,0,0,24,52,36,39,0
7829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,180,209,0
7833,0,0,0,0,0,0,0,135,193,156,88,20,40,38,81,41,38,0
7838,0,0,0,0,0,0,0,0,0,0,0,0,37,207,172,69,15,0
7848,0,0,0,0,0,0,0,0,0,0,68,40,20,24,73,4,6,0
7849,0,0,0,0,0,0,0,0,0,0,0,0,0,60,111,40,67,0
7855,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39,24,34,0
7861,0,0,0,0,0,0,0,0,0,0,0,34,12,6,15,15,22,0
7867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0
7870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,19,0
7871,0,0,0,0,0,0,0,0,0,0,42,137,122,96,100,42,28,0
7872,0,0,0,0,0,0,0,0,319,150,234,252,169,105,36,31,25,0
7882,0,0,0,0,0,0,0,0,0,0,0,5,11,13,41,128,107,0
7887,0,0,0,0,0,0,0,0,0,0,201,90,44,49,69,49,118,0
7889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,146,0
7892,0,0,0,0,0,0,0,0,0,0,0,0,0,37,70,65,95,0
7906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,61,0
7907,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,84,120,0
7925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,10,0
7926,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,61,0
7934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,21,0
7947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,55,7,0
7950,0,0,0,0,0,0,0,0,0,0,88,83,55,10,10,39,18,0
7954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,47,0
7956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,53,0
7958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0
7963,0,166,134,192,181,143,120,277,468,204,232,103,238,631,835,726,1814,0
7969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,59,78,0
7971,0,0,0,0,0,0,0,0,17,9,22,58,76,13,3,8,0,0
7972,0,0,0,0,0,0,0,0,0,38,132,62,26,2,4,0,0,0
7977,0,0,0,0,0,0,0,0,0,0,0,8,48,37,49,69,86,0
7982,0,0,0,48,48,39,26,48,66,45,32,23,35,15,35,63,85,0
7983,0,0,0,0,0,0,0,0,0,0,0,0,0,200,84,41,27,0
7986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,18,0
7996,0,0,0,0,0,0,0,0,0,0,0,109,80,49,33,18,19,0
7999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1086,1377,0
8008,0,0,0,0,0,0,0,0,0,0,0,0,67,45,71,49,36,0
8019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
8021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,122,93,0
8029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,6,0
8033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,410,877,0
8036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0
8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,193,0
8053,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
8059,0,0,0,0,0,0,0,0,0,45,136,204,88,14,24,16,14,0
8060,771,421,328,567,636,319,228,478,665,760,3433,1158,512,563,1075,1106,1694,0
8070,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,10,31,0
8107,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,46,83,0
8109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
8117,0,0,0,0,0,0,0,0,0,0,70,45,126,9,25,0,8,0
8119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0
8121,0,0,0,0,0,0,0,0,0,0,0,0,17,51,36,19,19,0
8136,0,0,0,0,0,0,0,30,51,37,28,28,17,21,48,44,49,0
8139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
8148,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,64,73,0
8150,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,17,6,0
8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
8178,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,3,0
8183,0,0,0,0,0,0,0,0,0,5,10,11,14,8,12,0,0,0
8186,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,66,68,0
8192,0,0,0,0,0,0,0,0,0,0,0,0,76,222,193,194,232,0
8194,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,26,47,0
8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,212,190,0
8197,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,9,4,0
8198,0,0,0,0,0,0,0,0,0,0,0,0,0,33,42,23,34,0
8220,0,0,0,0,0,0,0,0,0,0,0,0,0,22,55,60,67,0
8224,0,0,0,0,0,0,0,0,0,24,29,19,9,4,13,9,5,0
8228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,26,0
8230,0,0,0,0,0,0,0,0,80,99,120,106,66,11,11,15,0,0
8242,0,0,0,0,0,0,0,0,0,0,0,0,17,39,202,168,325,0
8247,0,0,0,0,0,0,0,0,0,0,273,182,40,23,36,5,12,0
8250,0,0,0,0,0,0,0,0,1,1,4,4,6,0,10,19,26,0
8255,0,0,0,0,0,0,0,0,0,0,0,175,37,19,13,3,22,0
8259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
8265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,449,0
8267,0,0,0,0,0,0,0,0,0,156,249,56,60,40,13,8,19,0
8272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0
8273,0,0,0,0,0,0,0,0,0,0,0,1,8,2,7,0,6,0
8275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,100,77,0
8279,0,0,0,0,0,0,0,0,0,0,0,0,93,125,136,39,56,0
8291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
8299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,9,0
8302,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,17,49,0
8306,0,0,0,0,0,0,0,0,57,157,128,121,71,76,93,24,16,0
8310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,25,0
8325,0,0,0,0,0,6,12,8,14,1,7,24,17,8,10,13,9,0
8333,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,31,24,0
8334,0,0,0,0,0,0,0,0,0,0,0,0,0,44,279,230,248,0
8335,0,0,0,0,0,0,0,0,0,0,46,131,102,16,60,36,29,0
8345,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,17,9,0
8362,0,0,0,0,0,0,0,0,0,0,0,0,120,112,75,33,162,0
8368,0,0,19,92,31,44,43,99,114,86,129,90,71,68,85,72,46,0
8369,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,35,79,0
8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,343,337,0
8400,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,15,0
8406,0,0,0,0,0,0,0,0,0,0,0,0,278,297,258,326,517,0
8408,0,0,0,0,0,0,0,0,20,32,22,15,20,18,37,91,100,0
8410,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,72,42,0
8411,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,26,38,0
8413,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,70,56,0
8414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,100,538,0
8416,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,80,69,0
8425,0,0,0,0,0,0,0,0,0,0,0,0,53,39,34,20,8,0
8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,103,75,0
8446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,19,0
8449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,23,0
8454,0,0,0,0,0,0,0,0,0,0,56,37,33,0,0,0,12,0
8455,0,0,0,0,0,0,0,0,0,0,36,30,12,8,51,31,1,0
8459,0,0,0,0,0,0,0,0,15,7,4,8,5,12,14,65,72,0
8467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,0
8469,0,0,0,0,0,0,0,0,0,0,0,38,41,24,32,10,15,0
8475,0,0,0,0,0,0,0,0,0,0,0,2,3,0,6,4,6,0
8477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,111,0
8487,0,0,0,0,0,25,22,18,23,26,37,61,69,12,0,1,0,0
8496,0,0,0,0,0,0,0,0,0,0,0,129,79,58,46,30,19,0
8499,0,0,0,0,0,0,0,0,0,0,0,12,59,61,185,40,19,0
8502,0,0,0,0,0,0,0,0,0,0,492,297,165,93,140,73,37,0
8503,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49,38,35,0
8506,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,22,48,0
8507,0,0,0,0,0,0,0,0,0,0,53,38,32,11,58,26,20,0
8512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,3,0
8515,0,0,0,0,0,0,0,0,0,0,50,152,136,22,34,18,21,0
8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
8522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,173,0
8526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
8532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,0
8533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
8535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,154,74,0
8539,0,0,0,0,0,0,0,0,0,0,0,37,204,173,129,68,31,0
8540,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,7,0
8554,0,0,0,0,0,0,0,0,0,0,0,0,18,38,27,31,20,0
8569,0,0,0,0,0,0,0,0,0,75,224,57,57,5,8,2,0,0
8573,0,0,0,0,0,0,0,0,0,0,0,0,0,24,171,25,13,0
8577,0,0,0,0,0,0,0,0,0,0,99,77,42,36,131,108,108,0
8609,0,0,0,0,0,0,0,0,0,0,127,218,118,103,140,84,91,0
8620,0,0,0,0,0,0,0,0,0,190,81,26,22,16,47,9,44,0
8623,0,0,0,0,0,0,0,0,0,0,0,0,38,177,130,129,108,0
8628,0,0,0,0,0,0,0,0,0,0,122,80,27,56,53,18,9,0
8631,0,0,0,0,0,0,0,0,0,0,0,0,41,5,6,9,28,0
8633,0,0,0,0,0,0,0,0,0,0,0,0,0,83,65,26,13,0
8649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,703,0
8662,0,0,0,0,0,0,16,29,67,32,47,17,11,2,1,4,1,0
8663,0,0,0,0,0,0,0,0,0,0,0,0,0,34,80,84,66,0
8664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,29,0
8681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
8682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0
8692,13,29,14,32,18,20,24,13,28,114,44,5,12,5,0,0,0,0
8696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,89,0
8700,0,0,0,0,0,0,0,8,220,133,131,103,53,42,89,63,57,0
8702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,166,103,0
8707,0,0,0,0,0,0,0,0,0,0,0,99,46,27,33,44,74,0
8708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,314,130,0
8713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32,0
8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,96,0
8718,0,0,0,0,0,0,0,0,0,0,0,0,0,46,64,47,65,0
8719,0,0,0,0,0,0,0,0,0,0,0,0,210,191,64,67,11,0
8720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0
8722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0
8732,0,0,0,0,0,0,0,0,0,0,0,0,0,24,204,64,29,0
8751,0,0,0,0,0,0,0,115,293,66,106,149,115,32,28,35,30,0
8755,194,150,120,202,65,71,71,104,165,71,335,157,115,103,179,181,217,0
8758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8763,0,0,0,0,0,0,0,0,0,0,0,0,54,182,73,45,34,0
8764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,56,73,0
8765,0,0,0,0,0,0,0,0,0,0,0,0,27,43,101,58,59,0
8768,0,0,0,0,0,0,0,0,131,53,55,16,17,20,17,7,5,0
8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,123,110,0
8781,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,66,69,0
8786,0,0,0,0,0,3,34,50,43,15,19,2,1,0,0,0,0,0
8790,0,0,0,0,0,0,0,0,0,0,44,46,25,54,31,12,2,0
8795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,152,0
8806,0,0,0,0,0,0,0,0,0,0,0,97,113,70,110,67,62,0
8811,0,0,0,0,0,0,0,2,2,0,9,6,2,8,17,37,59,0
8814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8815,0,0,0,0,0,0,0,0,0,0,0,5,180,77,109,24,127,0
8820,0,0,0,0,0,0,0,0,0,0,0,0,58,87,136,98,121,0
8821,183,99,26,50,31,22,25,46,46,56,89,56,31,13,43,34,24,0
8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,93,0
8837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,61,64,0
8838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,19,0
8839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
8840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0
8844,0,0,0,0,0,0,0,0,0,0,0,14,26,27,220,139,113,0
8857,0,0,0,0,0,0,0,0,35,18,13,11,4,28,50,53,7,0
8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,200,422,0
